gene_name	description	gene_id	source	location	mgdb_id
umc107a(croc)	LOC100192908	GRMZM2G022859	EntrezGene	1:267855986-267862545	umc107a(croc)
umc107b(croc)	LOC100282170	GRMZM2G090172	EntrezGene	5:10931101-10936807	umc107b(croc)
umc1479	LOC100276530	GRMZM2G042032	EntrezGene	1:43133287-43136676	umc1479
umc1483	LOC100280010	GRMZM5G872442	EntrezGene	8:8289823-8294066	umc1483
umc1554	LOC100274215	GRMZM2G002879	EntrezGene	2:202635758-202642342	umc1554
umc1740	LOC100282106	GRMZM2G090935	EntrezGene	4:232940477-232944216	umc1740
umc2053	LOC100282820	GRMZM2G004534	EntrezGene	10:4694280-4699187	umc2053
umc21	LOC100285227	GRMZM2G174170	EntrezGene	6:120851002-120857801	umc21
umc2217	LOC732834	GRMZM2G038153	EntrezGene	1:61012519-61018961	umc2217
umc2266	LOC100282930	GRMZM2G083195	EntrezGene	3:178181704-178185282	umc2266
umc2378	LOC100285589	GRMZM2G047588	EntrezGene	8:134063346-134066914	umc2378
umc2401	LOC100286346	GRMZM2G470513	EntrezGene	8:134843284-134845976	umc2401
umc2403	LOC100282066	GRMZM2G106413	EntrezGene	2:6979255-6979968	umc2403
vdac1a	voltage-dependent anion channel protein 1a	GRMZM2G150616	EntrezGene	2:176644918-176648601	vdac1a
vdac2	voltage-dependent anion channel protein 2	GRMZM2G115049	EntrezGene	6:161446540-161449925	vdac2
vef101a	VEF family protein	GRMZM2G157422	EntrezGene	7:84488442-84561091	vef101a
vp1	viviparous1	GRMZM2G133398	EntrezGene	3:162799871-162804955	vp1
vpe1	vacuolar processing enzyme1	GRMZM2G463291	EntrezGene	5:189804974-189811226	vpe1
vpp1	vacuolar proton pump homolog1	GRMZM2G069095	EntrezGene	5:95903606-95910954	vpp1
wc1	white cap1	GRMZM2G057243	EntrezGene	9:152086899-152092882	wc1
wx1	waxy1	GRMZM2G024993	EntrezGene	9:23256308-23260236	wx1
xet1	xyloglucan endotransglycosylase homolog1	GRMZM2G026980	EntrezGene	5:53906406-53908269	xet1
xth1	xyloglucan endo-transglycosylase/hydrolase	GRMZM2G119783	EntrezGene	10:69086324-69088133	xth1
ypt1	ypt homolog1	GRMZM2G086971	EntrezGene	2:47111123-47117012	ypt1
ypt2	ypt homolog2	GRMZM2G097728	EntrezGene	5:191079725-191083805	ypt2
ys1	yellow stripe1	GRMZM2G156599	EntrezGene	5:190674766-190677896	ys1
ZAG1	homologue of Arabidopsis gene AGAMOUS	GRMZM2G052890	EntrezGene	6:131824448-131832722	zag1
zag2	Zea AGAMOUS homolog2	GRMZM2G160687	EntrezGene	3:137228194-137233945	zag2
ZAP1	MADS box protein	GRMZM2G148693	EntrezGene	2:235844921-235854324	zap1
zfp30	putative zinc finger protein30	GRMZM2G116079	EntrezGene	4:231896959-231904271	zfp30
zmm16	Zea mays MADS16	GRMZM2G110153	EntrezGene	3:171427820-171430412	zmm16
zmm29	Zea mays MADS29	GRMZM2G152862	EntrezGene	8:102928504-102932341	zmm29
ZMM8	putative MADS-domain transcription factor	GRMZM2G102161	MaizeGDB	9:146679028-146687322	zmm8
znod1	Zea nodulation homolog1	GRMZM2G052562	EntrezGene	9:18623338-18625477	znod1
zpu1	pullulanase-type starch debranching enzyme1	GRMZM2G158043	EntrezGene	2:108630218-108681539	zpu1
